loan_id,funded_date,interest_income,LTV_ratio,funded_amount
LL0000076,2012-04-27,12553.6639262,0.4017545606019887,790000.0
LL0000151,2014-10-14,33579.6368192,0.4797545370254354,1720000.0
LL0000161,2014-06-07,74674.139156,0.49377524022979624,3720000.0
LL0000175,2012-02-23,16827.6982375,0.35405094655780955,1079000.0
LL0000178,2016-04-01,48242.1731316,0.6827171531694113,2028000.0
LL0000195,2017-10-26,19946.402934,0.7259200533820327,612000.0
LL0000206,2017-12-07,19102.669413300002,0.7797088281542494,630000.0
LL0000234,2017-10-06,25267.435737800002,0.7505317966177374,795000.0
LL0000250,2019-10-12,60432.488039,0.9555907980948236,2004000.0
LL0000311,2019-09-20,146466.24915450002,0.9462887840150694,4752000.0
LL0000319,2018-12-11,71032.9780608,0.8861887658481784,1790000.0
LL0000327,2016-06-13,43732.1723658,0.7412562651865873,1890000.0
LL0000400,2017-01-08,39574.9204266,0.7597005057167986,1310000.0
LL0000527,2015-07-14,145168.890876,0.6673341202392193,5577000.0
LL0000544,2018-12-10,61928.209769600006,0.8683313577805566,1640000.0
LL0000549,2017-12-19,24057.6516107,0.7555192752832818,728000.0
LL0000558,2015-12-23,36009.333724200005,0.6285290938200448,1368000.0
LL0000568,2018-05-12,53125.6279392,0.7647835969684581,1380000.0
LL0000569,2012-09-17,21231.9914688,0.40764339093007296,1290000.0
LL0000578,2014-04-20,12750.2918526,0.3945429996259818,638000.0
LL0000603,2018-03-03,41370.5977776,0.7811257921394636,1180000.0
LL0000612,2014-05-19,25830.3024993,0.47427611470726505,1100000.0
LL0000617,2014-09-09,20947.4329866,0.4682745987261146,1020500.0
LL0000619,2013-11-13,39606.0489144,0.48665788990825687,1730000.0
LL0000625,2016-12-07,20239.026406300003,0.6264990393518519,688000.0
LL0000638,2015-02-11,11241.47678,0.5124086323130569,496000.0
LL0000642,2015-07-05,43411.9334022,0.6307888248116773,1670000.0
LL0000651,2012-08-28,21464.475656,0.33759123885217873,1850000.0
LL0000703,2014-08-25,16001.7753,0.44892108667529107,808500.0
LL0000706,2016-01-22,32809.0102059,0.6117148932160804,1460000.0
LL0000749,2012-05-19,10312.9428686,0.4066849016122111,676500.0
LL0000842,2018-11-16,60139.35621979999,0.8561103798572808,1524000.0
LL0000888,2019-08-16,53519.4730304,0.9692067564082727,1932000.0
LL0000898,2012-10-19,25608.011369199998,0.42920790275180337,1560000.0
LL0000913,2018-04-28,45006.0198423,0.7759252771202044,1180000.0
LL0000966,2019-10-19,48086.037340799994,0.8833751580901549,1540000.0
LL0001011,2015-06-04,31977.414215099998,0.5777558620239959,1450000.0
LL0001097,2012-07-10,24918.6959808,0.47109039882649245,1670000.0
LL0001110,2015-05-12,18906.126263500002,0.37355947757346625,1190000.0
LL0001113,2015-10-07,19763.9290296,0.6063854832683994,799500.0
LL0001115,2017-04-10,117024.20369640001,0.7875566408425744,3840000.0
LL0001131,2018-10-10,50468.7053368,0.7791163148887621,1200000.0
LL0001165,2018-09-27,63733.8058962,0.8438622024754046,1650000.0
LL0001203,2018-07-02,51325.57439849999,0.8399368799776442,1344000.0
LL0001248,2016-01-08,30357.0484425,0.5814035923031458,1330000.0
LL0001319,2014-02-20,26547.614011600002,0.4738630637318585,1120000.0
LL0001335,2019-06-10,121129.68023279999,0.9101121574211923,3672000.0
LL0001346,2012-09-18,17852.5827278,0.34794177684568856,1452000.0
LL0001352,2016-02-10,18011.0305773,0.6310389225660218,877500.0
LL0001355,2016-06-15,42776.2605686,0.6779078607910679,1860000.0
LL0001399,2013-02-26,55833.9133414,0.4872209951386903,3192000.0
LL0001434,2016-06-13,13293.6225219,0.5146827258857434,640000.0
LL0001449,2017-12-23,39185.1393777,0.8300970705452155,1180000.0
LL0001457,2016-03-28,112351.0683295,0.6609901381003241,5148000.0
LL0001458,2018-09-24,65644.75776539999,0.8741974288712686,1692000.0
LL0001538,2018-04-13,29694.009697,0.7374437342833194,803000.0
LL0001556,2017-09-21,34576.788674999996,0.7430722956361402,1200000.0
LL0001599,2017-06-15,60726.5689444,0.7503083344023947,2232000.0
LL0001605,2012-09-23,23784.671534,0.36078278574087863,1956000.0
LL0001634,2017-06-28,108659.28734800001,0.7533644526430239,3927000.0
LL0001656,2017-10-03,55105.1079921,0.8000659157212318,1750000.0
LL0001718,2015-04-23,37227.043208,0.6032582031887687,1632000.0
LL0000724,2013-04-08,85298.2361862,0.4249234407686046,6270000.0
LL0000064,2013-09-25,163906.24842239998,0.603247014745548,6138000.0
LL0000818,2019-06-16,202079.0560104,0.929150422828869,6237000.0
LL0000938,2014-03-18,175826.8452578,0.6425162578579517,6237000.0
LL0000753,2017-02-09,209566.0050728,0.8230866578930875,6270000.0
LL0000911,2016-07-27,158461.39212660003,0.8009060445570657,6171000.0
LL0000786,2013-07-22,156164.07591759998,0.6045393663724108,6072000.0
LL0001678,2015-05-21,173784.25834,0.7341945630105671,6171000.0
LL0000467,2015-11-19,182352.09072600002,0.7614523870513272,6171000.0
LL0001260,2018-09-21,262678.2005496,0.9101031599699435,6105000.0
LL0001210,2012-02-20,124585.12015320001,0.5591267152977711,6039000.0
LL0000080,2012-09-14,125999.2223388,0.5913537879590756,5940000.0
LL0000922,2016-05-15,127526.3700484,0.695333351350466,6039000.0
LL0000826,2013-02-20,81082.44330300001,0.4082331853903526,5808000.0
LL0000265,2018-10-24,257155.8655246,0.9147887003857265,5907000.0
LL0000200,2016-04-06,156114.7869372,0.7805450350060789,5775000.0
LL0001206,2012-08-21,116834.88256659999,0.5837090420435951,5643000.0
LL0000664,2018-10-14,255423.2287216,0.9140830769753149,5808000.0
LL0001280,2018-12-09,243894.83252199998,0.936485999249198,5841000.0
LL0001471,2012-08-10,114325.44733639999,0.6030479654346338,5709000.0
LL0001408,2016-02-28,152642.01576,0.7794017964943528,5709000.0
LL0000668,2015-08-11,157617.70689600002,0.7253152286275456,5544000.0
LL0001333,2017-04-07,189119.1857675,0.8227273159802421,5610000.0
LL0001687,2019-01-20,229686.17991039998,0.9125445561109853,5544000.0
LL0001460,2012-06-26,108423.81043200001,0.5807929279455996,5478000.0
LL0000509,2015-03-16,150205.1579686,0.7110468803553317,5511000.0
LL0000249,2018-09-19,237605.5448556,0.8895972385793909,5511000.0
LL0001500,2013-05-27,128006.0762368,0.6270240833259776,5544000.0
LL0001445,2016-03-20,150182.2855525,0.7634191923831057,5412000.0
LL0001157,2015-05-08,151425.83777399999,0.717942207069673,5412000.0
LL0000971,2012-07-09,105921.5546875,0.603692115199658,5478000.0
LL0000472,2017-02-01,185138.09332480002,0.8147738088424668,5478000.0
LL0000532,2012-10-14,111626.05484699999,0.6093250405702246,5445000.0
LL0001108,2016-05-25,151473.9479715,0.7894005760410271,5412000.0
LL0000459,2012-11-03,66931.65840900001,0.39699896509685284,5346000.0
LL0000284,2018-09-13,229528.4004035,0.9094287840832014,5445000.0
LL0001642,2013-07-25,136642.813031,0.5895858370149958,5214000.0
LL0001191,2019-09-11,180817.940163,0.9857791487344081,5478000.0
LL0001293,2013-12-20,152451.27337049998,0.6229917670885148,5346000.0
LL0001653,2017-09-16,152734.982491,0.8008288273421528,5412000.0
LL0000078,2013-07-24,139237.29718999998,0.6097359039516812,5313000.0
LL0000648,2019-09-14,186602.88742950003,0.9855445661704307,5412000.0
LL0000823,2016-04-06,140094.79639650002,0.7777067244028496,5181000.0
LL0000988,2012-12-04,103245.143625,0.5993351312007764,5049000.0
LL0000634,2013-02-27,111764.58097149999,0.5955824073814661,5049000.0
LL0000614,2015-11-13,119240.17605499999,0.6241956657621409,5148000.0
LL0001328,2014-01-11,148686.9429375,0.6280873054129923,5181000.0
LL0000659,2015-09-08,147058.527759,0.7338017004999242,5082000.0
LL0000114,2013-01-24,112425.346855,0.6133604656233115,5148000.0
LL0001707,2019-04-26,199244.768407,0.9260153276733759,5049000.0
LL0001272,2012-04-26,105235.70199999999,0.5672549284103829,5049000.0
LL0001291,2017-09-11,158213.68846920002,0.8370044785239794,4851000.0
LL0001178,2012-03-10,102833.7657805,0.559127494984831,4917000.0
LL0000641,2018-12-10,185540.75897300002,0.8852739110227734,4917000.0
LL0001441,2015-08-04,138543.83210250002,0.7178723766487302,4785000.0
LL0001574,2016-09-07,124879.6527602,0.7928829740028455,4785000.0
LL0000361,2019-04-20,195493.79285799997,0.9356020810078136,4884000.0
LL0000735,2015-07-27,136738.82569499998,0.7131272524162419,4752000.0
LL0000383,2017-09-16,161027.986799,0.8460110914948582,4851000.0
LL0000851,2017-02-02,163956.5346159,0.8073101609849433,4818000.0
LL0000528,2016-12-13,131171.9180905,0.702793741296143,4719000.0
LL0001300,2014-07-20,91538.72252249999,0.4956463100142811,4587000.0
LL0001013,2018-08-10,193691.741078,0.8917762378069463,4719000.0
LL0000588,2018-09-20,203084.703036,0.8953129812438302,4719000.0
LL0000334,2016-09-22,127805.4270434,0.8207815203929987,4785000.0
LL0001114,2014-10-11,91000.1040165,0.5220405199156223,4560000.0
LL0000437,2019-09-23,153296.0777205,0.9611964394096862,4686000.0
LL0000460,2016-08-24,119034.5625084,0.7862981325269799,4554000.0
LL0000897,2015-03-18,118447.96967249998,0.7017283261981831,4521000.0
LL0000238,2013-09-11,125700.29475799999,0.5806410628978811,4488000.0
LL0000368,2014-08-06,126765.3457782,0.650855176537227,4488000.0
LL0000952,2016-08-16,119641.19565699999,0.7959613657692997,4560000.0
LL0000415,2016-02-17,95266.973475,0.6524293490973271,4512000.0
LL0001046,2013-04-27,95416.31962560001,0.6163322567596338,4455000.0
LL0000514,2014-07-23,126961.1290975,0.6635452847467734,4536000.0
LL0001592,2012-03-09,91368.83347560001,0.5357183810518685,4368000.0
LL0001095,2014-10-21,121294.88716580001,0.6775693710060057,4464000.0
LL0000449,2015-05-20,129318.85699799999,0.7190403206619009,4521000.0
LL0001060,2018-04-13,176396.442144,0.8587704024594746,4440000.0
LL0000861,2012-03-17,52276.915099800004,0.3116806763700471,4389000.0
LL0001598,2012-06-02,83074.1419704,0.5830140055299142,4389000.0
LL0001562,2014-07-25,121610.28426039999,0.6453332662816603,4344000.0
LL0000545,2014-05-27,122137.7135412,0.6430922836864063,4392000.0
LL0000741,2012-11-26,91539.29405279999,0.6120261624869383,4464000.0
LL0001211,2016-06-12,119571.55045899999,0.8059887786475937,4521000.0
LL0001353,2016-09-04,118048.7263644,0.809377898129673,4440000.0
LL0001051,2019-03-02,180740.7776592,0.9140799295037726,4344000.0
LL0000610,2019-12-05,153997.2,0.999702469503124,4536000.0
LL0001287,2019-01-14,183661.6177935,0.941857927852349,4512000.0
LL0001563,2015-01-18,107559.79006680001,0.6934400556604712,4257000.0
LL0001175,2019-01-10,181993.6814,0.9290520275355262,4440000.0
LL0001309,2018-03-27,173215.162052,0.8768453120673424,4422000.0
LL0001571,2015-06-25,126720.8367156,0.7087175492507626,4272000.0
LL0001364,2018-01-28,160663.69144,0.8441113893764745,4257000.0
LL0001496,2018-07-01,174660.7783284,0.8793590392729633,4320000.0
LL0001190,2018-03-16,168897.046617,0.8516082204985653,4248000.0
LL0001129,2012-02-16,46360.284550000004,0.31777163385738094,4176000.0
LL0000769,2012-02-25,84225.0216384,0.5319854630873999,4104000.0
LL0001673,2019-05-28,149144.4874864,0.9474269669520432,4416000.0
LL0000620,2019-11-17,151057.81667960002,0.9950382187517683,4416000.0
LL0001455,2014-11-01,118582.88595760001,0.6812294558355152,4257000.0
LL0000187,2019-01-23,177990.8422644,0.9286291353703852,4323000.0
LL0000107,2013-09-04,76389.5894364,0.4143697712529874,4158000.0
LL0001601,2014-01-22,118986.82206179999,0.6082140691701861,4152000.0
LL0001227,2018-02-17,172463.5099418,0.8820391558078183,4344000.0
LL0001018,2018-07-24,180376.274374,0.9079014941766012,4344000.0
LL0001282,2013-05-05,89100.7515152,0.6056637300348816,4056000.0
LL0001589,2013-05-26,93688.44735960002,0.5963725103579668,4056000.0
LL0000241,2018-10-15,188327.9372348,0.9094305042315952,4272000.0
LL0000427,2019-10-22,143549.66038400002,0.9766887712326723,4290000.0
LL0000734,2012-01-02,83882.260203,0.5548151508513851,4191000.0
LL0000663,2014-01-04,123693.36816759998,0.6197174181935663,4224000.0
LL0001164,2017-10-05,146055.1095984,0.8562562972554278,4224000.0
LL0001197,2015-08-06,120937.8540282,0.7323026028333468,4176000.0
LL0000745,2014-06-08,117248.2518892,0.6518578073787223,4125000.0
LL0000125,2014-08-22,114577.953354,0.6690114445040715,4128000.0
LL0001208,2012-11-03,85402.36511239999,0.5976402130773283,4080000.0
LL0001089,2018-11-10,183978.7131052,0.9011338467128474,4125000.0
LL0000069,2016-06-13,105437.4807408,0.770901543670715,4008000.0
LL0000797,2014-10-04,112532.59318840002,0.6566321289027918,3960000.0
LL0001229,2015-07-08,115789.6660824,0.716672663501736,4032000.0
LL0000223,2015-06-22,118676.08343700001,0.7076257360418096,4026000.0
LL0000456,2012-09-15,85562.3931404,0.5825804198617817,4032000.0
LL0000675,2019-10-09,127350.3966174,0.9480545491200607,4032000.0
LL0000191,2013-07-18,102932.0256244,0.5899876104719026,3960000.0
LL0001312,2016-07-28,82290.53888000001,0.6993369190638012,4056000.0
LL0001559,2018-09-20,173296.5259496,0.8907822612366287,4026000.0
LL0001466,2016-08-27,109386.05922750001,0.8143419821853016,4104000.0
LL0000158,2017-02-13,132535.83127680002,0.7902440114434081,3927000.0
LL0000796,2015-12-09,92511.8763732,0.6352103399159866,4008000.0
LL0000231,2017-05-23,133496.0202852,0.8319954029930067,4032000.0
LL0001369,2016-10-07,107532.91988720001,0.7850878842501301,3894000.0
LL0000423,2018-01-19,151277.3921796,0.8664674179930124,4026000.0
LL0001241,2013-06-04,91155.00733839998,0.5927720876557907,3816000.0
LL0000704,2019-05-20,151473.664191,0.9214948577973826,3912000.0
LL0001416,2018-11-24,171654.5340622,0.9011069277953245,3960000.0
LL0000303,2015-11-05,115456.78155839999,0.7331744508925292,3888000.0
LL0001463,2019-01-26,162056.8943928,0.9134088828873066,3936000.0
LL0000855,2013-01-18,85791.0596926,0.6092169753504227,3936000.0
LL0000548,2012-04-26,79051.3109688,0.5455191200059225,3792000.0
LL0001429,2019-02-08,157211.5257336,0.9189181666604913,3912000.0
LL0001201,2018-10-10,173734.5974336,0.8937285601030621,3894000.0
LL0001144,2018-11-28,169142.8076256,0.9005546077665811,3894000.0
LL0000556,2016-10-12,106275.14783249999,0.7829468615201547,3795000.0
LL0001146,2012-08-11,45264.0959862,0.381354812047804,3894000.0
LL0001716,2013-10-19,67438.6118488,0.4300280802434632,3792000.0
LL0000188,2015-05-28,104072.93741520001,0.6969035342257264,3744000.0
LL0000699,2016-10-20,104978.45757120001,0.7828756024397561,3762000.0
LL0000846,2014-02-28,106776.93136320001,0.6280541399121325,3828000.0
LL0001569,2015-03-17,99865.39634240001,0.6891670446947812,3696000.0
LL0000873,2016-03-12,108624.46872,0.7698889874540615,3816000.0
LL0000967,2014-06-05,102991.0664328,0.6289609591492408,3630000.0
LL0000900,2016-04-11,101094.7425224,0.7801666427104723,3768000.0
LL0000203,2019-09-27,119857.67051420001,0.9398899634096063,3696000.0
LL0000343,2012-02-02,73630.3129344,0.5495954443441249,3672000.0
LL0000805,2013-03-16,82657.2642456,0.5916767145917761,3630000.0
LL0000330,2012-01-15,72053.4806418,0.5347282635691002,3600000.0
LL0001551,2016-01-03,114234.1874674,0.76452266911603,3792000.0
LL0000856,2016-08-05,75926.66346720001,0.6912042246860386,3624000.0
LL0000718,2018-06-17,151977.823051,0.887354848512876,3696000.0
LL0000296,2015-10-18,101849.55111720001,0.7436398985876607,3630000.0
LL0001370,2015-06-26,108779.1460128,0.7113535016700067,3600000.0
LL0000219,2014-06-24,101458.9678284,0.6486128530714371,3576000.0
LL0000375,2019-09-07,113753.0733482,0.9696953899377816,3663000.0
LL0001565,2013-09-03,94463.20145909999,0.572271099350623,3408000.0
LL0001316,2018-02-12,145122.4149064,0.8808315816519716,3663000.0
LL0000622,2017-09-14,116650.55484730001,0.8361027466496836,3528000.0
LL0000502,2019-04-17,133437.1924826,0.9379513268413937,3648000.0
LL0000341,2018-04-11,142108.4754552,0.8922063389783835,3600000.0
LL0001490,2012-09-22,71652.170772,0.5929675522799783,3456000.0
LL0000115,2012-12-26,69635.9024179,0.5848783603404881,3288000.0
LL0000387,2013-03-10,75648.9155688,0.5856091722341751,3288000.0
LL0001256,2019-05-04,137158.10586029998,0.9461488513455666,3432000.0
LL0000399,2012-09-03,66541.29734319999,0.6013747094853741,3360000.0
LL0000928,2016-05-09,89682.4901154,0.7665839578656536,3288000.0
LL0000135,2017-01-22,108690.0527744,0.7752732005681653,3216000.0
LL0001380,2013-09-05,92107.97137249999,0.585096236316853,3264000.0
LL0000109,2018-12-22,133610.58650069998,0.8856714242093784,3240000.0
LL0000695,2013-01-19,71682.329469,0.6054527804620926,3288000.0
LL0001452,2018-02-19,125932.3781768,0.8326367705977143,3168000.0
LL0000973,2014-03-26,91176.9581126,0.6260659736495778,3216000.0
LL0001267,2014-01-07,94873.34184509999,0.6171868168680056,3264000.0
LL0000516,2014-09-02,65863.8364608,0.5271579097683966,3264000.0
LL0001078,2018-02-20,127018.9525495,0.8479212044231919,3192000.0
LL0001410,2019-02-16,129193.2218115,0.9119253444312565,3192000.0
LL0001534,2012-01-14,59575.7991433,0.5175033969922307,2976000.0
LL0000977,2016-07-28,81420.9308847,0.7938238953382363,3168000.0
LL0001616,2016-02-05,88334.89120989999,0.7773087549052413,3216000.0
LL0000951,2016-02-28,86055.13903050001,0.780078100512758,3216000.0
LL0001511,2014-04-18,87363.03867000001,0.6170224925126826,3048000.0
LL0000739,2018-06-19,130182.34192109999,0.9010178506544929,3192000.0
LL0001356,2013-03-16,69965.6242923,0.6069015018303557,3072000.0
LL0000439,2016-04-13,81380.9751846,0.7581848175915179,3000000.0
LL0001420,2012-02-12,31549.706643100002,0.3046144119496855,2856000.0
LL0001258,2017-09-03,97171.57834449998,0.8134478343046149,2952000.0
LL0001153,2016-01-25,85481.45989109999,0.7525293133451475,3000000.0
LL0001654,2013-02-11,67556.4349103,0.6025333727905302,3000000.0
LL0000388,2016-02-09,76015.2435572,0.7331439477326124,2856000.0
LL0000737,2018-04-05,113732.00464279999,0.8374253993089511,2856000.0
LL0000538,2016-11-24,92941.16112929999,0.7764592649992581,2856000.0
LL0001189,2012-06-05,31195.9196041,0.359074424974425,2832000.0
LL0001501,2019-09-06,90211.13318789999,0.9461113817515718,2904000.0
LL0000832,2018-10-26,130149.32787719999,0.9209532565528197,3000000.0
LL0000490,2014-12-09,80451.1021402,0.6978116042311576,2928000.0
LL0000963,2018-04-20,114906.59329379999,0.8352098640300757,2808000.0
LL0000183,2013-07-13,74242.5478536,0.5862626380745145,2832000.0
LL0000743,2012-01-15,54771.299307999994,0.5233319117745052,2736000.0
LL0001354,2015-02-11,73108.07359350001,0.6845073840195336,2760000.0
LL0000565,2018-07-02,118591.10690220002,0.9056514498191991,2904000.0
LL0000359,2015-11-27,83365.44194880001,0.7513611669189487,2832000.0
LL0001007,2015-04-01,68197.5014616,0.6767051327920738,2640000.0
LL0001008,2018-01-26,100564.27912079998,0.8561483881489536,2664000.0
LL0000794,2013-08-04,60133.6419796,0.554481031558839,2268000.0
LL0001448,2014-07-11,63440.57563199999,0.6088889263074485,2244000.0
LL0001119,2012-04-09,25714.074727,0.3042153427487436,2196000.0
LL0000292,2015-04-13,58699.2137974,0.6673265344702759,2220000.0
LL0000419,2012-02-26,45577.4212888,0.5129561309547779,2220000.0
LL0000434,2015-06-19,63944.22269880001,0.6675573876794813,2220000.0
LL0000112,2012-03-10,46454.5380484,0.5143395887458965,2220000.0
LL0001591,2012-02-18,44346.23756640001,0.4972725573491929,2148000.0
LL0001368,2016-02-05,62641.5794004,0.7330139521709221,2280000.0
LL0000504,2013-03-07,50467.6639838,0.5691338418778277,2220000.0
LL0001093,2013-03-13,30471.1720008,0.37408345866202236,2136000.0
LL0001493,2013-03-27,48566.9550564,0.5740530958578426,2196000.0
LL0000869,2013-07-17,55162.901667,0.5503628464019392,2136000.0
LL0001314,2012-12-28,47109.92,0.5820569490131579,2244000.0
LL0000732,2017-09-01,62859.4745811,0.7468007775857812,2268000.0
LL0000830,2014-10-24,59127.3964656,0.6277025570116603,2148000.0
LL0001421,2018-08-11,90685.624324,0.8409999585646806,2208000.0
LL0001713,2014-09-01,60373.918281599996,0.6336404740200546,2196000.0
LL0000403,2012-02-22,44346.23756640001,0.5096863280116111,2148000.0
LL0001486,2018-10-01,98063.80480479999,0.8676627372088682,2268000.0
LL0000118,2016-11-15,70476.86432380001,0.7664248640571167,2232000.0
LL0001181,2013-07-09,57008.172743999996,0.5595514833114433,2160000.0
LL0000095,2017-02-20,74588.07734720001,0.7771447632981503,2220000.0
LL0000067,2015-06-03,50282.0494434,0.5725726258036145,2244000.0
LL0000141,2019-09-17,75860.55185280001,0.9347646915550331,2256000.0
LL0001585,2013-02-24,31193.06,0.40086514636092563,2256000.0
LL0000878,2014-05-04,64023.1283314,0.6431164839335414,2268000.0
LL0000606,2012-06-08,41735.7755808,0.5421464717422948,2112000.0
LL0000850,2015-08-02,65617.89180119999,0.7318729756634825,2280000.0
